id,year,title,doc_num,attaches
11094,2017,[입사품의] 신입사원 입사 품의_김정민,ANY-인사-31,"[{""name"": ""입사지원서_김정민.hwp"", ""path"": """"}]"
11514,2017,리모트콜(Remote Call) 서비스 사용 재구매,ANY-구매-233,"[{""name"": ""리모트콜 (4 0) Basic_ ASP_(주)애니파이브시스템_11월20일.xls"", ""path"": """"}]"
12811,2018,교육훈련(자격증/세미나) 신청 품의,ANY-인사-180,"[{""name"": ""KOSA가입비_매출전표.jpg"", ""path"": """"}, {""name"": ""수수료_매출전표.jpg"", ""path"": """"}]"
13162,2018,리모트콜(Remote Call) 서비스 사용 재구매,ANY-구매-242,"[{""name"": ""애니파이브_견적_Rsupport RemoteCall_ASP (4.0Bac)_20181122.pdf"", ""path"": """"}]"
13374,2019,기타 경비 신청서,ANY-경비-446,"[{""name"": ""20190121164426394.pdf"", ""path"": """"}]"
13467,2019,(변경계약)연세대학교 연구정보팀 업적관리시스템 운영 서비스 계약 품의,ANY-사업-492,"[{""name"": ""용역도급계약서.rtf"", ""path"": ""approval_2020_attachments/apr11213102/용역도급계약서.rtf""}, {""name"": ""연세대학교 \""연구정보시스템 유지보수 및 개발 용역_계약품의.pdf"", ""path"": """"}]"
14284,2019,(갱신) 한화토탈 주식회사 지식재산통합관리시스템 유지보수 계약,ANY-사업-543,"[{""name"": ""(갱신) 한화토탈 주식회사 지식재산통합관리시스템 유지보수 계약.pdf"", ""path"": """"}]"
14312,2019,출장비 지급 신청서,ANY-경비474,"[{""name"": ""교통비_20190907.xlsx"", ""path"": """"}]"
14359,2019,(기능개선) 기초과학연구원 iDEA(지식재산권지원시스템) 기능개선 용역 계약,ANY-사업-545,"[{""name"": ""용역 표준계약서.pdf"", ""path"": """"}]"
14420,2019,출장비 지급 신청서,ANY-경비482,"[{""name"": ""교통비_20191006.xlsx"", ""path"": """"}]"
14476,2019,(신규) (주)뷰웍스 지식재산통합관리시스템(IP-Brain) 유지보수 계약,ANY-사업-555,"[{""name"": ""(신규) (주)뷰웍스 지식재산통합관리시스템(IP-Brain) 유지보수 계약.pdf"", ""path"": """"}]"
14477,2019,(신규) 이화여자대학교 지식재산권 통합 관리 시스템 유지보수 용역 계약,ANY-사업-556,"[{""name"": ""(신규) 이화여자대학교 지식재산권 통합 관리 시스템 유지보수 용역 계약.pdf"", ""path"": """"}]"
14498,2019,(기능개선) SK바이오사이언스 MS 인터페이스 특허관리시스템 개발 계약,ANY-사업-558,"[{""name"": ""SK바이오사이언스 MS 인터페이스 특허관리시스템 개발 계약.pdf"", ""path"": """"}]"
14502,2019,(기능개선) (주)엘지씨엔에스 U-IPTS(특허관리시스템)_품의서 결재선 수정 개발 계약,ANY-사업-559,"[{""name"": ""(주)엘지씨엔에스 U-IPTS(특허관리시스템)_품의서 결재선 수정 개발_표준하도급계약서.pdf"", ""path"": """"}, {""name"": ""(주)엘지씨엔에스 U-IPTS(특허관리시스템)_품의서 결재선 수정 개발_개별계약서.pdf"", ""path"": """"}]"
14533,2019,(갱신) 야쿠르트 연구과제관리(R2MS) 유지보수 계약,ANY-사업-569,"[{""name"": ""(갱신) 야쿠르트 연구과제관리(R2MS) 유지보수 계약.pdf"", ""path"": """"}]"
14566,2019,출장비 지급 신청서,ANY-경비499,"[{""name"": ""교통비_20191106.xlsx"", ""path"": """"}]"
14569,2019,(기능개선) 효성 지재권관리시스템 문서중앙화 기능 추가 개발 계약,ANY-사업-572,"[{""name"": ""첨부3) 계약서 4100001336 ECM 지재권 관리 애니파이브.pdf"", ""path"": """"}]"
14685,2019,출장비 지급 신청서,ANY-경비507,"[{""name"": ""교통비_20191202.xlsx"", ""path"": """"}]"
14831,2020,출장비 지급 신청서,ANY-경비519,"[{""name"": ""교통비_20200108.xlsx"", ""path"": """"}]"
14833,2020,(갱신) 2020년 사내IT관리_특허관리시스템 유지보수 계약,ANY-사업-620,"[{""name"": ""사내IT관리시스템 2020년도 유지보수 계약서.pdf"", ""path"": """"}]"
14834,2020,(기능개선) 삼성물산 지식재산시스템 웹 취약점 조치 용역 계약,ANY-사업-618,"[{""name"": ""삼성물산 지식재산시스템 웹취약점 조치 용역[삼성물산 주식회사].pdf"", ""path"": """"}]"
14835,2020,(기능개선) 삼성중공업 DRM 기능개선 계약,ANY-사업-617,"[{""name"": ""삼성중공업 DRM 업그레이드 용역[삼성중공업].pdf"", ""path"": """"}]"
14841,2020,(갱신) 엘지이노텍(주) 특허시스템 유지보수 계약,ANY-사업-621,"[{""name"": ""LG 이노텍 운영 2020년도 계약서.pdf"", ""path"": """"}, {""name"": ""C000041711-1_표준하도급계약서(전문)_정보시스템유지관리분야.pdf"", ""path"": """"}]"
14848,2020,(갱신) 20년 삼성중공업 지재권관리시스템 유지보수 계약,ANY-사업-624,"[{""name"": ""애니파이브_'20년 삼성중공업 유지보수 계약서.pdf"", ""path"": """"}]"
14849,2020,(갱신) 선영특허법률사무소 업무포털시스템 운영 유지보수 계약,ANY-사업-623,"[{""name"": ""선영특허법률사무소_업무포털시스템_유지보수계약서(20191227).pdf"", ""path"": """"}]"
14857,2020,(갱신) 20년 주성엔지니어링 지재권관리시스템 유지보수 계약,ANY-사업-627,"[{""name"": ""주성엔지니어링_지적재산관리시스템_유지보수계약서(20200117).pdf"", ""path"": """"}]"
14897,2020,(갱신) 20년 LS오토모티브 지재권(특허) 관리시스템 유지보수(IPMS) 계약,ANY-사업-635,"[{""name"": ""LS오토모티브_지재권(특허)관리시스템 유지보수(IPMS).pdf"", ""path"": """"}]"
14898,2020,(갱신) 20년 건설기술연구원 지재권관리시스템 유지보수 계약,ANY-사업-634,"[{""name"": ""한국건설기술연구원_2020_계약서_optimize_optimize.pdf"", ""path"": """"}]"
14899,2020,(갱신) 20년 아모레퍼시픽 지식재산포털시스템 유지보수 계약,ANY-사업-633,"[{""name"": ""07 IT 유지보수 계약서_2018 표준_등록용_아모레퍼시픽_지식재산포털시스템_20200131.pdf"", ""path"": """"}]"
14900,2020,(기능개선) LS산전 지식재산관리시스템 기능 및 속도개선 계약,ANY-사업-637,"[{""name"": ""10.TIPS 기능 및 속도개선 계약서_200110.pdf"", ""path"": """"}]"
14901,2020,(갱신) 20년 원자력연구원 전자도서관 “전자연구노트” 솔루션 유지보수 계약,ANY-사업-638,"[{""name"": ""2020년_원자력연구원_유지보수_계약.pdf"", ""path"": """"}]"
14910,2020,(갱신) 20년 삼양 지식재산권관리시스템 유지보수 계약,ANY-사업-643,"[{""name"": ""삼양데이타시스템_지재권관리시스템_유지보수_계약서_20200121.pdf"", ""path"": """"}]"
14922,2020,출장비 지급 신청서,ANY-경비526,"[{""name"": ""교통비_20200211.xlsx"", ""path"": """"}]"
14986,2020,(갱신) 20년 경상대학교 전자연구노트 시스템 유지보수 계약,ANY-사업-653,"[{""name"": ""(경상대)ANY_표준계약서(유지보수)_경상대학교(20200225).pdf"", ""path"": """"}]"
14987,2020,(기능개선) 삼양 지식재산권 연차료 암호화 문서 복호화 모듈 추가 계약,ANY-사업-654,"[{""name"": ""애니파이브_삼양 지식재산권 연차료 암호화 문서 복호화 모듈 추가_20200302.pdf"", ""path"": """"}]"
14994,2020,(갱신) 20년 GS칼텍스 지식재산권 관리 시스템 유지보수 계약,ANY-사업-655,"[{""name"": ""24_계약서_애니파이브_GS칼텍스'20년SW유지보수(지식재산권관리시스템)_20200305.pdf"", ""path"": """"}]"
14995,2020,(갱신) 20년 한국지식재산협회 유지보수 계약,ANY-사업-656,"[{""name"": ""한국지식재산협회_홈페이지관리_유지보수_계약서_2020305.doc"", ""path"": """"}]"
15007,2020,출장비 지급 신청서,ANY-경비541,"[{""name"": ""교통비_20200311.xlsx"", ""path"": """"}]"
15069,2020,(기능개선) 한국지식재산협회 홈페이지 기능개선 용역 계약,ANY-사업-664,"[{""name"": ""애니파이브_한국지식재산협회_홈페이지_기능개선_계약서_20200330.pdf"", ""path"": """"}]"
15089,2020,출장비 지급 신청서,ANY-경비553,"[{""name"": ""교통비_20200404.xlsx"", ""path"": """"}]"
15121,2020,(갱신) 20년 위니아대우 유지보수 계약,ANY-사업-673,"[{""name"": ""위니아대우_지재권관리시스템 유상하자보수 계약서.pdf"", ""path"": """"}]"
15176,2020,출장비 지급 신청서,ANY-경비558,"[{""name"": ""교통비_20200503.xlsx"", ""path"": """"}]"
15183,2020,(갱신) 20년 기초과학연구원 지식재산권시스템 유지보수 용역 계약,ANY-사업-681,"[{""name"": ""용역 표준계약서.pdf"", ""path"": """"}]"
429,2021,(서부발전) 이중화 서버 H/W (4대) 구매건,ANY-구매-95,"[{""name"": ""P210028GI_(한국서부발전)+모바일오피스 고도화용역(20210517~20211116)_20210617_최종.xlsx"", ""path"": """"}, {""name"": ""서부발전 모바일오피스고도화사업 서버 견적_애니파이브(210617).pdf"", ""path"": """"}]"
538,2021,(서부발전) DRM 암복호화 솔루션 구매건,ANY-구매-115,"[{""name"": ""P210028GI_(한국서부발전)+모바일오피스 고도화용역(20210517~20211116)_20210617_최종.xlsx"", ""path"": """"}, {""name"": ""[견적서4]파수 견적서_애니파이브_한국서부발전 모바일 오피스 API.pdf"", ""path"": """"}]"
539,2021,(서부발전) 서버 이중화에 의한 PDF변환 솔루션 구매건,ANY-구매-114,"[{""name"": ""[견적서2]20210512-한국서부발전-DPT-사이냅견적서.xlsx"", ""path"": """"}, {""name"": ""P210028GI_(한국서부발전)+모바일오피스 고도화용역(20210517~20211116)_20210617_최종.xlsx"", ""path"": """"}]"
